               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10044,            0.026146,            0.029678,             0.13126,             0.35675,            0.097437,            0.031115,             0.08279,            0.013683,            0.028494,              0.0802,              0.0022,              0.0022
                   1,            0.062882,            0.028367,            0.023645,             0.80591,             0.31633,             0.44021,             0.20043,            0.067754,            0.013202,            0.025994,            0.059485,           0.0044852,           0.0044852
                   2,            0.049348,            0.025076,            0.020071,             0.51177,              0.5424,             0.51132,             0.26189,            0.058049,           0.0094483,            0.022274,            0.038755,           0.0067551,           0.0067551
                   3,            0.046117,            0.021671,            0.016838,             0.65371,             0.46753,             0.53378,             0.22064,            0.061229,           0.0085706,            0.023926,             0.01801,           0.0090099,           0.0090099
                   4,            0.041865,            0.019814,            0.016016,             0.37609,             0.36529,             0.31394,             0.16067,            0.061124,            0.011002,            0.026127,            0.009868,            0.009868,            0.009868
                   5,            0.039615,            0.019432,            0.014237,             0.23644,             0.48168,             0.22632,             0.10864,            0.059839,            0.011664,            0.027167,            0.009868,            0.009868,            0.009868
                   6,            0.036463,             0.01851,            0.013621,             0.44337,             0.55891,             0.47013,             0.23038,            0.063868,            0.011703,            0.022813,            0.009835,            0.009835,            0.009835
                   7,            0.034381,             0.01865,             0.01327,             0.72809,             0.45594,             0.49111,              0.2693,            0.061775,            0.010215,            0.025028,            0.009802,            0.009802,            0.009802
                   8,            0.033963,            0.018627,              0.0117,             0.57788,              0.5872,             0.52144,               0.225,            0.061838,           0.0096897,            0.026731,            0.009769,            0.009769,            0.009769
                   9,            0.032487,            0.018366,            0.011501,             0.60658,             0.54058,             0.51246,               0.223,            0.070036,           0.0098065,             0.03082,            0.009736,            0.009736,            0.009736
                  10,            0.031444,            0.017814,            0.010607,             0.67173,             0.56957,             0.57935,             0.23849,            0.061832,           0.0094664,            0.028907,            0.009703,            0.009703,            0.009703
                  11,            0.030819,            0.018066,            0.010797,             0.54821,             0.58117,             0.48668,             0.24208,            0.055308,             0.01022,            0.030592,             0.00967,             0.00967,             0.00967
                  12,            0.028966,            0.016976,           0.0093142,             0.69889,             0.55032,             0.57089,             0.26544,            0.059251,            0.009234,            0.029505,            0.009637,            0.009637,            0.009637
                  13,             0.02833,            0.016745,            0.009749,             0.57642,             0.52877,             0.53997,             0.30893,            0.052423,            0.010298,            0.031231,            0.009604,            0.009604,            0.009604
                  14,            0.028093,            0.016924,           0.0090967,             0.64247,             0.61178,             0.56381,             0.31204,            0.056605,           0.0085972,            0.033133,            0.009571,            0.009571,            0.009571
                  15,             0.02764,             0.01669,           0.0087466,             0.59204,             0.62701,              0.6413,              0.3625,            0.051025,           0.0096225,            0.039277,            0.009538,            0.009538,            0.009538
                  16,            0.027483,             0.01664,           0.0078615,             0.73991,             0.55057,             0.62016,             0.31986,            0.049009,           0.0092189,            0.034014,            0.009505,            0.009505,            0.009505
                  17,            0.026951,            0.016483,           0.0083796,             0.79962,             0.56847,             0.66113,             0.32257,            0.056517,           0.0094922,            0.028187,            0.009472,            0.009472,            0.009472
                  18,            0.027052,            0.016352,           0.0083076,             0.71765,             0.60732,             0.65517,             0.34235,            0.056312,           0.0090147,            0.024812,            0.009439,            0.009439,            0.009439
                  19,            0.026697,            0.016266,           0.0074646,             0.73433,             0.52992,             0.61766,             0.36149,            0.055598,           0.0093521,            0.029748,            0.009406,            0.009406,            0.009406
                  20,            0.026019,              0.0161,           0.0072198,             0.69489,             0.60535,             0.60184,             0.35896,            0.058331,           0.0089618,            0.032767,            0.009373,            0.009373,            0.009373
                  21,             0.02525,            0.015605,           0.0076359,             0.76575,             0.58295,             0.66298,             0.31974,            0.055145,           0.0091421,            0.029686,             0.00934,             0.00934,             0.00934
                  22,            0.025623,            0.015409,           0.0066389,             0.77051,             0.54398,             0.64561,             0.37579,             0.05417,           0.0089727,            0.025689,            0.009307,            0.009307,            0.009307
                  23,            0.025138,            0.015647,           0.0062869,             0.60159,              0.6169,             0.54559,             0.29245,            0.053492,           0.0096999,            0.020411,            0.009274,            0.009274,            0.009274
                  24,            0.025112,            0.015555,           0.0066915,             0.66111,             0.63896,             0.62839,             0.31245,            0.054349,           0.0098986,            0.026832,            0.009241,            0.009241,            0.009241
                  25,            0.024592,            0.014647,           0.0072025,             0.78241,             0.56169,             0.66298,             0.37284,            0.047876,           0.0092373,            0.021709,            0.009208,            0.009208,            0.009208
                  26,            0.024094,            0.014836,           0.0069058,               0.609,             0.51581,             0.57573,             0.28514,            0.059866,            0.010982,            0.029677,            0.009175,            0.009175,            0.009175
                  27,            0.023462,            0.015164,           0.0067286,              0.6663,             0.57295,             0.64642,             0.36747,            0.051499,           0.0098632,            0.026472,            0.009142,            0.009142,            0.009142
                  28,            0.023858,            0.014703,           0.0057991,             0.65246,             0.60852,             0.61712,             0.32549,             0.05768,            0.010827,            0.026669,            0.009109,            0.009109,            0.009109
                  29,            0.024381,             0.01479,           0.0057788,             0.72467,             0.58155,             0.65541,             0.32534,            0.055627,           0.0095427,            0.028775,            0.009076,            0.009076,            0.009076
                  30,             0.02304,            0.015287,           0.0058986,             0.74139,             0.56413,             0.63022,             0.32934,            0.057553,           0.0094929,            0.033113,            0.009043,            0.009043,            0.009043
                  31,            0.022873,            0.014789,           0.0065217,             0.65779,             0.55805,             0.60966,             0.31504,            0.055375,           0.0099286,            0.031007,             0.00901,             0.00901,             0.00901
                  32,            0.023181,            0.014961,           0.0057566,             0.76635,             0.58054,             0.67048,             0.37164,            0.053691,           0.0098947,            0.033592,            0.008977,            0.008977,            0.008977
                  33,            0.023323,            0.014796,           0.0054221,             0.68593,             0.60366,             0.64919,             0.34946,            0.055855,           0.0096779,            0.032066,            0.008944,            0.008944,            0.008944
                  34,            0.022239,            0.014582,           0.0055202,             0.75659,             0.49726,             0.60924,             0.31906,            0.053814,           0.0096812,            0.029047,            0.008911,            0.008911,            0.008911
                  35,            0.023173,            0.014883,           0.0055764,             0.69706,             0.60903,             0.63271,             0.34817,            0.059868,           0.0086299,            0.033387,            0.008878,            0.008878,            0.008878
                  36,            0.022755,            0.015144,           0.0051595,             0.71271,             0.60409,             0.63418,             0.33118,            0.056571,            0.009667,            0.039782,            0.008845,            0.008845,            0.008845
                  37,             0.02197,            0.014173,           0.0051738,             0.74716,             0.59972,             0.66839,              0.3924,            0.055682,            0.008759,            0.030663,            0.008812,            0.008812,            0.008812
                  38,            0.022263,            0.014664,           0.0051763,             0.75849,             0.64054,             0.69201,             0.39452,            0.053184,           0.0087427,            0.027358,            0.008779,            0.008779,            0.008779
                  39,            0.022207,            0.013587,           0.0048429,             0.66024,             0.59586,             0.60096,             0.32606,            0.054303,            0.010038,            0.032683,            0.008746,            0.008746,            0.008746
                  40,            0.021031,            0.013807,           0.0046076,             0.67733,             0.63568,             0.65654,             0.38879,             0.04854,           0.0093598,            0.033076,            0.008713,            0.008713,            0.008713
                  41,            0.021473,            0.013772,           0.0058325,             0.61386,             0.65584,              0.6414,             0.38047,            0.051293,            0.009353,            0.029713,             0.00868,             0.00868,             0.00868
                  42,            0.022252,            0.014226,           0.0063951,             0.78891,             0.56401,              0.6786,             0.38283,             0.05511,           0.0094024,            0.029868,            0.008647,            0.008647,            0.008647
                  43,            0.022428,            0.014586,           0.0047746,             0.80608,             0.62801,             0.69669,             0.43872,            0.050496,           0.0094234,            0.028545,            0.008614,            0.008614,            0.008614
                  44,            0.021862,            0.014431,           0.0046863,             0.82894,             0.59919,             0.69595,             0.35301,             0.05276,           0.0090197,            0.026839,            0.008581,            0.008581,            0.008581
                  45,            0.021107,            0.014026,           0.0054731,             0.79772,             0.57583,             0.66727,             0.38855,            0.054462,           0.0097391,            0.028288,            0.008548,            0.008548,            0.008548
                  46,            0.021338,            0.013592,           0.0054774,             0.69319,             0.63187,             0.64957,             0.40256,            0.050728,           0.0097423,            0.026622,            0.008515,            0.008515,            0.008515
                  47,            0.021411,            0.013793,           0.0046681,             0.71653,             0.59605,             0.61932,             0.34735,            0.052264,            0.010194,            0.031531,            0.008482,            0.008482,            0.008482
                  48,            0.021054,            0.013903,           0.0046961,             0.72671,             0.61305,             0.66163,             0.36745,            0.055026,           0.0098934,            0.029957,            0.008449,            0.008449,            0.008449
                  49,            0.020664,             0.01358,           0.0041781,             0.75279,             0.63428,             0.68453,             0.37369,            0.050935,           0.0096744,             0.03466,            0.008416,            0.008416,            0.008416
                  50,             0.02055,            0.013218,           0.0038888,             0.64822,             0.62775,             0.65612,              0.3223,             0.05236,           0.0098498,            0.028649,            0.008383,            0.008383,            0.008383
                  51,            0.020843,             0.01345,           0.0039529,             0.73733,             0.60598,             0.64021,              0.3732,            0.048157,             0.01024,            0.034793,             0.00835,             0.00835,             0.00835
                  52,            0.020877,            0.013971,           0.0040101,             0.68619,             0.64054,             0.66162,             0.39022,            0.051485,            0.010203,            0.035799,            0.008317,            0.008317,            0.008317
                  53,            0.020062,            0.013466,           0.0035926,             0.70804,              0.6563,             0.71152,             0.40347,             0.05017,            0.010111,            0.020713,            0.008284,            0.008284,            0.008284
                  54,            0.020826,            0.013224,           0.0043457,             0.70699,               0.622,             0.65153,             0.38733,            0.047496,            0.010488,            0.032049,            0.008251,            0.008251,            0.008251
                  55,            0.020222,            0.013138,           0.0039337,             0.73053,             0.58335,             0.60005,             0.37996,              0.0501,           0.0098897,            0.039713,            0.008218,            0.008218,            0.008218
                  56,             0.02043,            0.013663,            0.004212,             0.64748,             0.63672,             0.62591,             0.37717,            0.047827,           0.0092611,            0.034719,            0.008185,            0.008185,            0.008185
                  57,            0.019877,             0.01333,           0.0040268,             0.72434,              0.6417,             0.64283,             0.33156,            0.055312,           0.0094101,            0.033961,            0.008152,            0.008152,            0.008152
                  58,            0.020074,            0.013026,           0.0040246,             0.75584,             0.57838,              0.6553,             0.34838,            0.054162,           0.0098834,            0.037738,            0.008119,            0.008119,            0.008119
                  59,            0.020161,            0.013103,           0.0045826,             0.74832,             0.57931,             0.62569,             0.33671,            0.052257,            0.010375,            0.035271,            0.008086,            0.008086,            0.008086
                  60,            0.019267,            0.013519,           0.0041244,             0.70535,             0.63033,             0.67289,             0.37539,            0.051905,            0.010251,            0.031121,            0.008053,            0.008053,            0.008053
                  61,            0.020015,            0.013104,           0.0042212,              0.8055,             0.58342,             0.64857,              0.3561,            0.055204,            0.010091,            0.037312,             0.00802,             0.00802,             0.00802
                  62,            0.020087,            0.013784,           0.0033986,              0.7171,              0.6025,             0.64529,             0.35364,            0.057455,            0.010147,            0.035929,            0.007987,            0.007987,            0.007987
                  63,            0.019506,            0.012929,           0.0040186,               0.653,             0.67117,             0.64228,              0.3724,            0.049421,            0.009647,            0.032192,            0.007954,            0.007954,            0.007954
                  64,            0.019613,            0.012985,           0.0037842,             0.73618,             0.63033,             0.68408,             0.42648,            0.050868,             0.01004,            0.030915,            0.007921,            0.007921,            0.007921
                  65,             0.01947,            0.012421,           0.0045997,              0.8309,             0.63714,             0.69291,             0.42416,            0.049847,           0.0092318,             0.03455,            0.007888,            0.007888,            0.007888
                  66,            0.019278,            0.013018,           0.0036312,             0.59426,              0.7013,             0.68663,             0.39587,            0.051964,           0.0094492,            0.037549,            0.007855,            0.007855,            0.007855
                  67,            0.019243,            0.012759,           0.0037753,             0.78542,             0.55035,             0.64073,             0.41061,            0.049547,             0.01009,            0.035001,            0.007822,            0.007822,            0.007822
                  68,            0.019383,            0.012988,           0.0035092,             0.84384,             0.56679,             0.70092,             0.41437,            0.052749,           0.0096325,             0.03131,            0.007789,            0.007789,            0.007789
                  69,            0.019737,            0.012897,            0.004146,             0.65668,             0.64307,              0.6551,             0.40256,            0.050574,           0.0095823,            0.034277,            0.007756,            0.007756,            0.007756
                  70,            0.018681,            0.012641,           0.0035906,             0.72065,             0.61543,              0.6628,             0.37489,            0.052134,            0.010937,            0.026975,            0.007723,            0.007723,            0.007723
                  71,            0.018447,            0.012724,            0.003588,             0.70073,             0.64796,             0.64933,             0.41563,            0.049841,            0.010196,            0.033611,             0.00769,             0.00769,             0.00769
                  72,            0.018552,            0.012432,           0.0034194,             0.67352,             0.59967,             0.66133,             0.39344,            0.050211,           0.0098585,            0.033964,            0.007657,            0.007657,            0.007657
                  73,            0.018763,            0.012883,           0.0028861,             0.72485,             0.61781,             0.66498,             0.37656,            0.052358,            0.010278,            0.039024,            0.007624,            0.007624,            0.007624
                  74,            0.018842,             0.01268,           0.0030764,             0.75117,             0.60366,             0.67218,             0.39128,            0.053149,           0.0094199,             0.03465,            0.007591,            0.007591,            0.007591
                  75,            0.018608,            0.012136,           0.0033306,             0.79412,             0.65526,             0.71597,             0.41799,             0.05091,           0.0090795,            0.037134,            0.007558,            0.007558,            0.007558
                  76,            0.019758,            0.012658,            0.003584,             0.70864,             0.64474,             0.68205,             0.37975,            0.052102,           0.0090623,            0.038549,            0.007525,            0.007525,            0.007525
                  77,            0.018395,             0.01265,           0.0032298,             0.73636,             0.64564,             0.68309,             0.42569,             0.04779,           0.0096091,             0.04387,            0.007492,            0.007492,            0.007492
                  78,            0.018321,            0.012603,           0.0028583,             0.80446,             0.64332,             0.69562,             0.39326,            0.051307,           0.0097928,            0.035802,            0.007459,            0.007459,            0.007459
                  79,            0.018471,            0.012339,           0.0027446,             0.71889,             0.64035,             0.67246,             0.39197,            0.053375,           0.0095832,            0.038042,            0.007426,            0.007426,            0.007426
                  80,            0.018238,            0.012384,           0.0035083,              0.6508,             0.62639,             0.66257,              0.3832,            0.051024,           0.0098666,            0.038425,            0.007393,            0.007393,            0.007393
                  81,            0.018096,            0.012407,           0.0028089,             0.74646,             0.60482,             0.63403,             0.36956,              0.0508,           0.0092806,            0.045946,             0.00736,             0.00736,             0.00736
                  82,            0.018472,            0.012263,           0.0030607,             0.71906,             0.65991,             0.65609,             0.34639,            0.053398,           0.0093749,            0.032067,            0.007327,            0.007327,            0.007327
                  83,            0.018225,            0.012235,           0.0028049,             0.68835,             0.66953,             0.67932,              0.4147,            0.049924,           0.0083116,              0.0366,            0.007294,            0.007294,            0.007294
                  84,            0.017566,            0.012099,           0.0032755,             0.73268,               0.657,             0.68616,             0.41173,            0.049333,           0.0091377,            0.036731,            0.007261,            0.007261,            0.007261
                  85,            0.017664,            0.012165,           0.0031913,             0.75393,             0.56679,             0.64852,             0.37091,            0.050209,           0.0096681,            0.052483,            0.007228,            0.007228,            0.007228
                  86,            0.017456,            0.012241,            0.003331,             0.79638,             0.61781,             0.69539,              0.4257,            0.049325,           0.0096213,            0.043501,            0.007195,            0.007195,            0.007195
                  87,             0.01854,             0.01188,           0.0033024,             0.68664,             0.58488,             0.64382,             0.40988,            0.049789,           0.0099295,            0.043364,            0.007162,            0.007162,            0.007162
                  88,            0.017781,            0.012406,           0.0030939,             0.78218,             0.63196,             0.67047,             0.40171,            0.050062,            0.010117,             0.04506,            0.007129,            0.007129,            0.007129
                  89,            0.017562,            0.012207,           0.0030102,             0.71906,             0.62842,             0.64549,             0.36171,            0.049657,           0.0097479,            0.044506,            0.007096,            0.007096,            0.007096
                  90,            0.017857,            0.012086,            0.002579,             0.86924,             0.58245,              0.6773,             0.38511,            0.051543,            0.010122,            0.045628,            0.007063,            0.007063,            0.007063
                  91,            0.018085,            0.012963,           0.0030389,             0.78119,             0.59624,             0.63182,             0.38111,             0.05092,           0.0096774,            0.044221,             0.00703,             0.00703,             0.00703
                  92,            0.017625,            0.011901,           0.0026194,             0.71181,             0.62207,             0.64431,             0.38662,            0.048173,            0.010102,            0.044211,            0.006997,            0.006997,            0.006997
                  93,            0.017968,             0.01181,           0.0025646,             0.75829,             0.61461,             0.64396,             0.38827,            0.048372,            0.010456,            0.040631,            0.006964,            0.006964,            0.006964
                  94,            0.017177,            0.011449,           0.0026756,             0.75847,             0.60714,             0.67013,             0.41021,            0.049546,            0.010714,            0.041652,            0.006931,            0.006931,            0.006931
                  95,             0.01739,            0.011686,           0.0031503,             0.75886,             0.68251,             0.67959,             0.39886,            0.049312,           0.0096322,            0.045161,            0.006898,            0.006898,            0.006898
                  96,            0.017751,            0.011967,           0.0029333,             0.77978,             0.63838,             0.67859,             0.40066,            0.047921,           0.0097541,            0.038539,            0.006865,            0.006865,            0.006865
                  97,            0.017681,             0.01171,           0.0028682,             0.77384,             0.63544,             0.67981,             0.40222,            0.050738,            0.010077,            0.037364,            0.006832,            0.006832,            0.006832
                  98,            0.017337,            0.012125,           0.0028535,               0.784,             0.62974,             0.68336,             0.41461,            0.049346,             0.00972,            0.039071,            0.006799,            0.006799,            0.006799
                  99,            0.016748,            0.011794,           0.0030679,             0.69174,             0.70458,             0.69194,             0.39474,            0.051438,           0.0092311,             0.04156,            0.006766,            0.006766,            0.006766
                 100,            0.017089,            0.011778,           0.0025737,              0.8216,             0.59867,             0.67481,             0.41236,            0.049281,           0.0092568,            0.044957,            0.006733,            0.006733,            0.006733
                 101,            0.016955,            0.011831,           0.0027556,             0.75441,             0.63662,             0.67562,             0.42787,            0.049164,           0.0093532,            0.040643,              0.0067,              0.0067,              0.0067
                 102,            0.016779,            0.011644,           0.0031166,             0.78113,             0.64924,             0.69388,             0.41026,            0.052556,            0.010086,            0.042006,            0.006667,            0.006667,            0.006667
                 103,             0.01735,            0.011449,           0.0025939,             0.69127,             0.63571,             0.62693,             0.34889,            0.050876,           0.0094727,            0.038777,            0.006634,            0.006634,            0.006634
                 104,            0.016729,            0.011398,           0.0025492,             0.69024,             0.67888,             0.68087,             0.40959,            0.046134,            0.010545,             0.03469,            0.006601,            0.006601,            0.006601
                 105,            0.016539,            0.011244,           0.0024088,             0.77898,              0.6519,             0.70261,             0.43655,            0.049444,            0.010875,             0.03574,            0.006568,            0.006568,            0.006568
                 106,            0.016663,            0.011393,           0.0025346,             0.79464,              0.6227,             0.70261,             0.43648,            0.050729,             0.01026,            0.038289,            0.006535,            0.006535,            0.006535
                 107,            0.016754,            0.011487,           0.0025451,              0.8329,             0.60628,             0.69854,             0.42373,            0.049348,           0.0099912,            0.037081,            0.006502,            0.006502,            0.006502
                 108,             0.01653,            0.011338,           0.0024253,             0.90013,             0.59466,             0.67716,             0.39276,            0.049192,            0.010573,            0.035924,            0.006469,            0.006469,            0.006469
                 109,            0.016854,            0.011965,           0.0026169,             0.74922,              0.6315,              0.6778,             0.40676,            0.047911,           0.0098176,            0.038736,            0.006436,            0.006436,            0.006436
                 110,            0.016336,            0.011291,           0.0023654,             0.76044,             0.63776,             0.68359,             0.41113,             0.05076,            0.010218,            0.041864,            0.006403,            0.006403,            0.006403
                 111,            0.016115,            0.011095,           0.0024141,             0.76049,             0.65517,             0.67758,             0.39282,            0.051061,            0.010399,            0.048237,             0.00637,             0.00637,             0.00637
                 112,            0.015989,            0.011304,           0.0024838,             0.76086,             0.63692,             0.68367,             0.42678,            0.049783,            0.010582,            0.042269,            0.006337,            0.006337,            0.006337
                 113,            0.015545,            0.010735,           0.0025488,             0.77691,             0.65833,             0.67501,             0.41324,            0.050127,            0.010148,            0.042446,            0.006304,            0.006304,            0.006304
                 114,            0.016746,            0.011344,           0.0025379,             0.80659,             0.63992,             0.68563,             0.40139,            0.050078,            0.011115,            0.043684,            0.006271,            0.006271,            0.006271
                 115,            0.016188,            0.011524,           0.0021833,             0.72269,             0.64369,             0.68594,             0.41183,            0.052089,            0.010244,            0.043547,            0.006238,            0.006238,            0.006238
                 116,            0.016224,            0.011319,            0.002589,             0.75624,             0.60997,             0.65246,             0.39502,            0.048361,            0.010919,            0.043794,            0.006205,            0.006205,            0.006205
                 117,            0.016411,            0.010648,            0.002523,             0.74126,             0.63469,             0.67647,             0.40602,            0.049523,            0.010667,            0.043444,            0.006172,            0.006172,            0.006172
                 118,            0.016027,            0.010946,           0.0024721,             0.68321,             0.66794,             0.67774,             0.38301,            0.050064,            0.010439,            0.035215,            0.006139,            0.006139,            0.006139
